ROUTE,vols,annulations,distance,taux_annulation,origine,destination,rang,part_routes_cumulee,part_annulations_cumulee
OAK -> LAS,3493,30,407.0,0.8588605782994561,OAK,LAS,830,17.6859151928404,66.87292691295895
DCA -> TPA,2686,30,814.0,1.1169024571854058,DCA,TPA,831,17.70722352439804,66.9072400777765
AUS -> LAX,2597,30,1242.0,1.1551790527531767,AUS,LAX,832,17.72853185595568,66.94155324259408
PDX -> ORD,2164,30,1739.0,1.3863216266173752,PDX,ORD,833,17.749840187513318,66.97586640741164
TPA -> EWR,2101,30,997.0,1.4278914802475011,TPA,EWR,834,17.771148519070955,67.0101795722292
ORD -> RDU,1894,30,646.0,1.583949313621964,ORD,RDU,835,17.792456850628596,67.04449273704678
ABQ -> LAX,1834,30,677.0,1.6357688113413305,ABQ,LAX,836,17.813765182186234,67.07880590186434
IAH -> MEM,1733,30,468.0,1.7311021350259663,IAH,MEM,837,17.835073513743875,67.11311906668192
ROA -> ATL,1496,30,357.0,2.0053475935828877,ROA,ATL,838,17.856381845301513,67.14743223149948
MSY -> EWR,1094,30,1167.0,2.742230347349177,MSY,EWR,839,17.87769017685915,67.18174539631705
ORD -> BHM,1014,30,584.0,2.9585798816568047,ORD,BHM,840,17.898998508416792,67.21605856113462
BHM -> ORD,1011,30,584.0,2.967359050445104,BHM,ORD,841,17.92030683997443,67.25037172595219
DFW -> MGM,969,30,622.0,3.0959752321981426,DFW,MGM,842,17.941615171532067,67.28468489076977
EWR -> HOU,870,30,1411.0,3.4482758620689653,EWR,HOU,843,17.96292350308971,67.31899805558733
DFW -> LCH,782,30,295.0,3.8363171355498724,DFW,LCH,844,17.984231834647346,67.3533112204049
ORD -> ROA,780,30,531.0,3.8461538461538463,ORD,ROA,845,18.005540166204987,67.38762438522247
ORD -> EAU,668,30,268.18263473053895,4.491017964071856,ORD,EAU,846,18.026848497762625,67.42193755004003
ORD -> MHK,649,30,501.0,4.622496147919876,ORD,MHK,847,18.048156829320263,67.4562507148576
DEN -> LBB,617,30,456.0,4.862236628849271,DEN,LBB,848,18.069465160877904,67.49056387967516
ORD -> CRW,576,30,416.0,5.208333333333334,ORD,CRW,849,18.09077349243554,67.52487704449274
CMH -> JFK,568,30,483.0,5.28169014084507,CMH,JFK,850,18.112081823993183,67.5591902093103
XNA -> LGA,513,30,1147.0,5.847953216374268,XNA,LGA,851,18.13339015555082,67.59350337412788
SEA -> ORD,3950,29,1721.0,0.7341772151898734,SEA,ORD,852,18.15469848710846,67.62667276678485
SFO -> IAD,3478,29,2419.0,0.8338125359401954,SFO,IAD,853,18.1760068186661,67.65984215944184
LAS -> OAK,3455,29,407.0,0.8393632416787264,LAS,OAK,854,18.197315150223737,67.69301155209882
CLT -> DCA,2456,29,331.0,1.1807817589576548,CLT,DCA,855,18.218623481781375,67.72618094475581
DAL -> MSY,2410,29,436.0,1.203319502074689,DAL,MSY,856,18.239931813339016,67.75935033741278
BDL -> ATL,2341,29,859.0,1.2387868432293891,BDL,ATL,857,18.261240144896654,67.79251973006977
BWI -> TPA,2177,29,842.0,1.3321084060633899,BWI,TPA,858,18.282548476454295,67.82568912272676
DEN -> PHL,2131,29,1558.0,1.360863444392304,DEN,PHL,859,18.303856808011933,67.85885851538373
HNL -> SFO,2065,29,2398.0,1.4043583535108959,HNL,SFO,860,18.32516513956957,67.89202790804072
DTW -> IAH,2010,29,1075.0,1.4427860696517412,DTW,IAH,861,18.34647347112721,67.9251973006977
PHL -> FLL,1907,29,992.0,1.5207131620346093,PHL,FLL,862,18.36778180268485,67.95836669335469
DEN -> OKC,1804,29,495.0,1.6075388026607538,DEN,OKC,863,18.38909013424249,67.99153608601166
BDL -> MCO,1667,29,1050.0,1.7396520695860829,BDL,MCO,864,18.410398465800128,68.02470547866865
BHM -> IAH,1590,29,562.0,1.8238993710691824,BHM,IAH,865,18.431706797357766,68.05787487132562
SHV -> IAH,1473,29,192.0,1.9687712152070607,SHV,IAH,866,18.453015128915407,68.09104426398261
DFW -> ONT,1441,29,1188.0,2.012491325468425,DFW,ONT,867,18.474323460473045,68.1242136566396
IAD -> IAH,1399,29,1190.0,2.0729092208720514,IAD,IAH,868,18.495631792030682,68.15738304929658
LAX -> SBP,1372,29,156.0,2.1137026239067054,LAX,SBP,869,18.516940123588324,68.19055244195357
MCO -> HPN,1246,29,972.0,2.327447833065811,MCO,HPN,870,18.53824845514596,68.22372183461054
MDW -> SDF,1159,29,271.0,2.5021570319240722,MDW,SDF,871,18.559556786703602,68.25689122726753
DEN -> MAF,1087,29,563.0,2.667893284268629,DEN,MAF,872,18.58086511826124,68.2900606199245
DCA -> MKE,974,29,634.0,2.97741273100616,DCA,MKE,873,18.602173449818878,68.32323001258149
HOU -> LGA,937,29,1428.0,3.0949839914621133,HOU,LGA,874,18.62348178137652,68.35639940523848
PIA -> DFW,929,29,672.0,3.1216361679224973,PIA,DFW,875,18.644790112934157,68.38956879789546
ROA -> ORD,781,29,531.0,3.713188220230474,ROA,ORD,876,18.666098444491798,68.42273819055245
SUX -> ORD,620,29,436.0,4.67741935483871,SUX,ORD,877,18.687406776049436,68.45590758320942
IAH -> HOB,571,29,501.0,5.078809106830122,IAH,HOB,878,18.708715107607073,68.4890769758664
PIT -> EWR,428,29,319.0,6.775700934579438,PIT,EWR,879,18.730023439164714,68.52224636852338
ASE -> IAH,415,29,913.0,6.987951807228916,ASE,IAH,880,18.751331770722352,68.55541576118037
DVL -> JMS,285,29,83.0,10.175438596491228,DVL,JMS,881,18.772640102279993,68.58858515383736
HNL -> OGG,8282,28,100.0,0.33808258874667957,HNL,OGG,882,18.79394843383763,68.62061077433376
DEN -> SEA,5139,28,1024.0,0.5448530842576377,DEN,SEA,883,18.81525676539527,68.65263639483015
SEA -> DEN,5099,28,1024.0,0.5491272798587958,SEA,DEN,884,18.83656509695291,68.68466201532655
ORD -> SEA,3932,28,1721.0,0.7121057985757884,ORD,SEA,885,18.857873428510548,68.71668763582295
TPA -> CLT,2899,28,507.0,0.9658502932045532,TPA,CLT,886,18.879181760068185,68.74871325631933
IAH -> MIA,2883,28,964.0,0.9712105445716268,IAH,MIA,887,18.900490091625826,68.78073887681573
IAH -> MSY,2758,28,305.0,1.015228426395939,IAH,MSY,888,18.921798423183464,68.81276449731214
TPA -> DCA,2684,28,814.0,1.0432190760059614,TPA,DCA,889,18.943106754741105,68.84479011780853
ORD -> TPA,2434,28,1012.0,1.1503697617091209,ORD,TPA,890,18.964415086298743,68.87681573830493
PHX -> MDW,2256,28,1444.0,1.2411347517730498,PHX,MDW,891,18.98572341785638,68.90884135880133
PHL -> IAH,2176,28,1325.0,1.2867647058823528,PHL,IAH,892,19.007031749414022,68.94086697929772
PHL -> LAS,2148,28,2176.0,1.303538175046555,PHL,LAS,893,19.02834008097166,68.97289259979412
PHX -> EWR,2106,28,2133.0,1.3295346628679963,PHX,EWR,894,19.0496484125293,69.00491822029052
BUR -> SMF,2102,28,358.0,1.3320647002854424,BUR,SMF,895,19.07095674408694,69.03694384078692
PDX -> DFW,1834,28,1616.0,1.5267175572519083,PDX,DFW,896,19.092265075644576,69.06896946128332
DFW -> BWI,1774,28,1217.0,1.5783540022547913,DFW,BWI,897,19.113573407202217,69.10099508177971
BOS -> RDU,1530,28,612.0,1.8300653594771243,BOS,RDU,898,19.134881738759855,69.1330207022761
SJC -> DFW,1511,28,1438.0,1.8530774321641297,SJC,DFW,899,19.156190070317493,69.16504632277251
IAH -> SHV,1470,28,192.0,1.9047619047619049,IAH,SHV,900,19.177498401875134,69.19707194326891
LAX -> SBA,1459,28,89.0,1.9191226867717615,LAX,SBA,901,19.19880673343277,69.2290975637653
IAH -> PNS,1419,28,489.0,1.9732205778717407,IAH,PNS,902,19.220115064990413,69.26112318426169
DCA -> CLE,1385,28,310.0,2.0216606498194944,DCA,CLE,903,19.24142339654805,69.29314880475809
IAD -> DFW,1343,28,1172.0,2.084884586746091,IAD,DFW,904,19.26273172810569,69.32517442525449
GPT -> IAH,1257,28,376.0,2.2275258552108195,GPT,IAH,905,19.28404005966333,69.35720004575089
PVD -> CLT,1053,28,683.0,2.6590693257359925,PVD,CLT,906,19.305348391220967,69.38922566624728
DFW -> SAF,973,28,551.0,2.877697841726619,DFW,SAF,907,19.32665672277861,69.42125128674368
CAE -> DFW,965,28,922.0,2.901554404145078,CAE,DFW,908,19.347965054336242,69.45327690724008
JAX -> JFK,964,28,828.0,2.904564315352697,JAX,JFK,909,19.369273385893884,69.48530252773647
MDW -> PVD,892,28,842.0,3.1390134529147984,MDW,PVD,910,19.390581717451525,69.51732814823288
MDW -> BDL,890,28,777.0,3.146067415730337,MDW,BDL,911,19.411890049009163,69.54935376872928
PVD -> MDW,890,28,842.0,3.146067415730337,PVD,MDW,912,19.4331983805668,69.58137938922566
GGG -> DFW,643,28,140.0,4.354587869362364,GGG,DFW,913,19.45450671212444,69.61340500972206
ORD -> HSV,628,28,510.0,4.45859872611465,ORD,HSV,914,19.47581504368208,69.64543063021847
JFK -> BNA,334,28,765.0,8.383233532934131,JFK,BNA,915,19.49712337523972,69.67745625071485
LAX -> SEA,7732,27,954.0,0.34919813760993273,LAX,SEA,916,19.518431706797358,69.70833809905066
ATL -> FLL,7419,27,581.0,0.3639304488475536,ATL,FLL,917,19.539740038354996,69.73921994738647
FLL -> ATL,7411,27,581.0,0.364323303197949,FLL,ATL,918,19.561048369912637,69.7701017957223
ATL -> TPA,7076,27,406.0,0.38157150932730355,ATL,TPA,919,19.582356701470275,69.8009836440581
LAX -> ATL,5673,27,1947.0,0.47593865679534636,LAX,ATL,920,19.603665033027916,69.83186549239392
LAX -> HNL,5238,27,2556.0,0.5154639175257731,LAX,HNL,921,19.62497336458555,69.86274734072973
SFO -> PDX,4197,27,550.0,0.6433166547533953,SFO,PDX,922,19.64628169614319,69.89362918906554
ATL -> RIC,3572,27,481.0,0.7558790593505039,ATL,RIC,923,19.667590027700832,69.92451103740134
DEN -> SNA,3353,27,846.0,0.8052490307187594,DEN,SNA,924,19.68889835925847,69.95539288573717
MSY -> IAH,2681,27,305.0,1.0070869078701976,MSY,IAH,925,19.710206690816108,69.98627473407298
ORD -> SAN,2673,27,1723.0,1.0101010101010102,ORD,SAN,926,19.731515022373745,70.01715658240877
FLL -> ORD,2534,27,1182.0,1.0655090765588004,FLL,ORD,927,19.752823353931387,70.0480384307446
SAT -> IAH,2303,27,191.0,1.1723838471558836,SAT,IAH,928,19.774131685489028,70.0789202790804
STL -> DAL,2120,27,546.0,1.2735849056603774,STL,DAL,929,19.795440017046666,70.10980212741622
EWR -> TPA,2110,27,997.0,1.2796208530805688,EWR,TPA,930,19.816748348604303,70.14068397575203
DEN -> BNA,2074,27,1014.0,1.3018322082931533,DEN,BNA,931,19.838056680161944,70.17156582408785
IAH -> DTW,1918,27,1075.0,1.407716371220021,IAH,DTW,932,19.859365011719582,70.20244767242365
BOS -> MSP,1821,27,1124.0,1.4827018121911038,BOS,MSP,933,19.880673343277223,70.23332952075947
PHF -> ATL,1260,27,508.0,2.142857142857143,PHF,ATL,934,19.90198167483486,70.26421136909528
MKE -> DCA,973,27,634.0,2.774922918807811,MKE,DCA,935,19.9232900063925,70.29509321743109
DFW -> CAE,965,27,922.0,2.7979274611398965,DFW,CAE,936,19.94459833795014,70.3259750657669
DFW -> PIA,929,27,672.0,2.906350914962325,DFW,PIA,937,19.965906669507778,70.3568569141027
ORD -> ABE,666,27,654.1906906906906,4.054054054054054,ORD,ABE,938,19.987215001065415,70.38773876243852
ORD -> COU,648,27,315.0,4.166666666666666,ORD,COU,939,20.008523332623053,70.41862061077433
ORD -> SUX,620,27,436.0,4.354838709677419,ORD,SUX,940,20.029831664180694,70.44950245911015
EWR -> OMA,579,27,1134.0,4.66321243523316,EWR,OMA,941,20.051139995738335,70.48038430744596
SAV -> LGA,430,27,722.0,6.279069767441861,SAV,LGA,942,20.072448327295973,70.51126615578177
LGA -> CAE,423,27,617.0,6.382978723404255,LGA,CAE,943,20.09375665885361,70.54214800411758
EWR -> SBN,327,27,637.0,8.256880733944955,EWR,SBN,944,20.115064990411252,70.5730298524534
MSN -> EWR,327,27,799.0,8.256880733944955,MSN,EWR,945,20.13637332196889,70.6039117007892
MSY -> ATL,5593,26,425.0,0.464866797782943,MSY,ATL,946,20.15768165352653,70.63364977696442
ATL -> IAH,3806,26,689.0,0.6831318970047293,ATL,IAH,947,20.17898998508417,70.66338785313965
RIC -> ATL,3572,26,481.0,0.7278835386338186,RIC,ATL,948,20.200298316641806,70.69312592931489
DTW -> CLT,3086,26,500.0,0.8425145819831497,DTW,CLT,949,20.221606648199447,70.72286400549011
CHA -> ATL,2711,26,106.0,0.9590556990040575,CHA,ATL,950,20.242914979757085,70.75260208166533
MSP -> PHL,2372,26,980.0,1.0961214165261384,MSP,PHL,951,20.264223311314726,70.78234015784057
TPA -> BWI,2182,26,842.0,1.1915673693858846,TPA,BWI,952,20.28553164287236,70.81207823401579
PSP -> SFO,2145,26,421.0,1.2121212121212122,PSP,SFO,953,20.30683997443,70.841816310191
RDU -> CLT,2128,26,130.0,1.2218045112781954,RDU,CLT,954,20.328148305987643,70.87155438636623
SHV -> ATL,2032,26,551.0,1.279527559055118,SHV,ATL,955,20.34945663754528,70.90129246254146
DFW -> PDX,1832,26,1616.0,1.4192139737991267,DFW,PDX,956,20.37076496910292,70.93103053871668
TPA -> IAH,1778,26,787.0,1.4623172103487065,TPA,IAH,957,20.392073300660556,70.96076861489192
MDW -> TPA,1450,26,997.0,1.7931034482758619,MDW,TPA,958,20.413381632218197,70.99050669106714
CMH -> BWI,1423,26,337.0,1.8271257905832747,CMH,BWI,959,20.43468996377584,71.02024476724237
PNS -> IAH,1419,26,489.0,1.8322762508809023,PNS,IAH,960,20.455998295333476,71.0499828434176
BWI -> CMH,1414,26,337.0,1.8387553041018387,BWI,CMH,961,20.477306626891114,71.07972091959282
SFO -> BOI,1403,26,522.0,1.8531717747683536,SFO,BOI,962,20.498614958448755,71.10945899576804
BOI -> SFO,1397,26,522.0,1.8611309949892625,BOI,SFO,963,20.519923290006393,71.13919707194327
CLE -> DCA,1388,26,310.0,1.8731988472622478,CLE,DCA,964,20.541231621564034,71.16893514811849
ELP -> DFW,1359,26,551.0,1.9131714495952907,ELP,DFW,965,20.562539953121668,71.19867322429371
SMF -> DFW,1326,26,1431.0,1.9607843137254901,SMF,DFW,966,20.58384828467931,71.22841130046893
BWI -> STL,1218,26,738.0,2.134646962233169,BWI,STL,967,20.60515661623695,71.25814937664417
SDF -> MDW,1162,26,271.0,2.2375215146299485,SDF,MDW,968,20.626464947794588,71.2878874528194
EWR -> MSY,1095,26,1167.0,2.374429223744292,EWR,MSY,969,20.647773279352226,71.31762552899463
BTV -> JFK,1023,26,266.0,2.541544477028348,BTV,JFK,970,20.669081610909863,71.34736360516986
IND -> BWI,1021,26,516.0,2.546523016650343,IND,BWI,971,20.690389942467505,71.37710168134508
LAX -> ASE,775,26,737.0,3.354838709677419,LAX,ASE,972,20.711698274025146,71.4068397575203
EWR -> ROC,747,26,246.0,3.4805890227576977,EWR,ROC,973,20.733006605582784,71.43657783369552
SAV -> DFW,727,26,925.0,3.576341127922971,SAV,DFW,974,20.75431493714042,71.46631590987076
DFW -> JLN,666,26,327.0,3.903903903903904,DFW,JLN,975,20.77562326869806,71.49605398604598
ERI -> ORD,638,26,398.0,4.075235109717868,ERI,ORD,976,20.7969316002557,71.5257920622212
LBB -> DEN,618,26,456.0,4.207119741100324,LBB,DEN,977,20.81823993181334,71.55553013839643
OME -> ANC,616,26,539.0,4.220779220779221,OME,ANC,978,20.83954826337098,71.58526821457166
ORD -> ELM,606,26,566.0,4.29042904290429,ORD,ELM,979,20.860856594928617,71.61500629074689
ORD -> JAN,578,26,677.0,4.498269896193772,ORD,JAN,980,20.882164926486258,71.64474436692211
APN -> DTW,573,26,198.0,4.537521815008725,APN,DTW,981,20.903473258043896,71.67448244309733
EWR -> BUF,533,26,282.0,4.878048780487805,EWR,BUF,982,20.924781589601533,71.70422051927257
EWR -> SYR,502,26,195.0,5.179282868525896,EWR,SYR,983,20.94608992115917,71.73395859544779
ATL -> LAX,5669,25,1947.0,0.44099488445934026,ATL,LAX,984,20.967398252716812,71.76255289946243
MIA -> ATL,5150,25,594.0,0.48543689320388345,MIA,ATL,985,20.988706584274453,71.79114720347707
ATL -> MIA,5149,25,594.0,0.48553117110118466,ATL,MIA,986,21.01001491583209,71.81974150749171
LAX -> IAD,3525,25,2288.0,0.7092198581560284,LAX,IAD,987,21.03132324738973,71.84833581150635
CLT -> MIA,2983,25,650.0,0.8380824673147838,CLT,MIA,988,21.052631578947366,71.87693011552099
ATL -> DAL,2856,25,721.0,0.8753501400560224,ATL,DAL,989,21.073939910505008,71.90552441953562
FLL -> DCA,2468,25,899.0,1.012965964343598,FLL,DCA,990,21.09524824206265,71.93411872355027
BWI -> DTW,2418,25,409.0,1.0339123242349049,BWI,DTW,991,21.116556573620286,71.9627130275649
LEX -> ATL,2280,25,304.0,1.0964912280701753,LEX,ATL,992,21.137864905177924,71.99130733157955
PHL -> DEN,2142,25,1558.0,1.1671335200746966,PHL,DEN,993,21.159173236735562,72.01990163559418
RSW -> ORD,1827,25,1120.0,1.3683634373289546,RSW,ORD,994,21.180481568293203,72.04849593960883
SAN -> JFK,1712,25,2446.0,1.4602803738317758,SAN,JFK,995,21.201789899850844,72.07709024362346
DFW -> SJC,1512,25,1438.0,1.6534391534391533,DFW,SJC,996,21.22309823140848,72.10568454763812
PHX -> BOS,1431,25,2300.0,1.7470300489168415,PHX,BOS,997,21.24440656296612,72.13427885165275
PIT -> DFW,1422,25,1067.0,1.7580872011251758,PIT,DFW,998,21.26571489452376,72.1628731556674
DFW -> ELP,1359,25,551.0,1.839587932303164,DFW,ELP,999,21.2870232260814,72.19146745968203
FSD -> DEN,1333,25,483.0,1.8754688672168043,FSD,DEN,1000,21.308331557639036,72.22006176369668
IAH -> GPT,1257,25,376.0,1.988862370723946,IAH,GPT,1001,21.329639889196674,72.24865606771131
MAF -> HOU,1121,25,441.0,2.230151650312221,MAF,HOU,1002,21.350948220754315,72.27725037172596
RDU -> MDW,1069,25,632.0,2.3386342376052385,RDU,MDW,1003,21.372256552311956,72.30584467574059
MDW -> RDU,1064,25,632.0,2.3496240601503757,MDW,RDU,1004,21.393564883869594,72.33443897975523
CPR -> DEN,956,25,230.0,2.615062761506276,CPR,DEN,1005,21.41487321542723,72.36303328376988
MEM -> DFW,865,25,431.2369942196532,2.8901734104046244,MEM,DFW,1006,21.43618154698487,72.39162758778451
ORD -> GSP,835,25,577.7880239520958,2.9940119760479043,ORD,GSP,1007,21.45748987854251,72.42022189179916
DFW -> SAV,727,25,925.0,3.43878954607978,DFW,SAV,1008,21.478798210100152,72.44881619581379
GCK -> DFW,663,25,404.0,3.770739064856712,GCK,DFW,1009,21.500106541657786,72.47741049982844
DFW -> GGG,643,25,140.0,3.8880248833592534,DFW,GGG,1010,21.521414873215427,72.50600480384307
PVD -> ORD,542,25,849.0,4.612546125461255,PVD,ORD,1011,21.542723204773065,72.53459910785772
GSO -> DFW,517,25,999.0,4.835589941972921,GSO,DFW,1012,21.564031536330706,72.56319341187235
LGA -> SAV,443,25,722.0,5.643340857787811,LGA,SAV,1013,21.585339867888344,72.591787715887
FSD -> DFW,357,25,737.0,7.002801120448179,FSD,DFW,1014,21.60664819944598,72.62038201990163
SLC -> PHX,5479,24,507.0,0.4380361379813835,SLC,PHX,1015,21.627956531003623,72.64783255175568
ATL -> DEN,4987,24,1199.0,0.481251253258472,ATL,DEN,1016,21.649264862561264,72.67528308360974
PDX -> SFO,4179,24,550.0,0.574300071787509,PDX,SFO,1017,21.6705731941189,72.7027336154638
RNO -> LAS,3218,24,345.0,0.7458048477315102,RNO,LAS,1018,21.69188152567654,72.73018414731786
LAX -> AUS,2614,24,1242.0,0.9181331293037491,LAX,AUS,1019,21.713189857234177,72.75763467917191
BTR -> ATL,2511,24,448.0,0.955794504181601,BTR,ATL,1020,21.734498188791818,72.78508521102597
DCA -> FLL,2468,24,899.0,0.9724473257698543,DCA,FLL,1021,21.75580652034946,72.81253574288002
FLL -> CLT,2435,24,631.7112936344969,0.9856262833675565,FLL,CLT,1022,21.777114851907093,72.83998627473407
PHL -> PHX,2411,24,2075.0,0.9954375777685608,PHL,PHX,1023,21.798423183464735,72.86743680658813
MSY -> DAL,2408,24,436.0,0.9966777408637874,MSY,DAL,1024,21.819731515022372,72.89488733844219
ATL -> BDL,2342,24,859.0,1.0247651579846286,ATL,BDL,1025,21.841039846580014,72.92233787029623
LAX -> ABQ,1837,24,677.0,1.3064779531845399,LAX,ABQ,1026,21.86234817813765,72.94978840215029
MSP -> BOS,1817,24,1124.0,1.3208585580627408,MSP,BOS,1027,21.88365650969529,72.97723893400435
IAH -> TUL,1805,24,429.0,1.3296398891966759,IAH,TUL,1028,21.90496484125293,73.00468946585839
IAH -> LIT,1772,24,374.0,1.3544018058690745,IAH,LIT,1029,21.92627317281057,73.03213999771245
MCI -> IAH,1698,24,643.0,1.4134275618374559,MCI,IAH,1030,21.94758150436821,73.0595905295665
BDL -> CLT,1621,24,644.0,1.4805675508945095,BDL,CLT,1031,21.968889835925847,73.08704106142056
ELP -> IAH,1594,24,667.0,1.5056461731493098,ELP,IAH,1032,21.990198167483484,73.11449159327462
JFK -> AUS,1588,24,1521.0,1.5113350125944585,JFK,AUS,1033,22.011506499041126,73.14194212512868
OGG -> SFO,1426,24,2338.0,1.6830294530154277,OGG,SFO,1034,22.032814830598767,73.16939265698272
SBP -> LAX,1373,24,156.0,1.7479970866715222,SBP,LAX,1035,22.0541231621564,73.19684318883678
RSW -> EWR,1371,24,1068.0,1.75054704595186,RSW,EWR,1036,22.075431493714042,73.22429372069084
MSY -> ORD,1364,24,837.0,1.7595307917888565,MSY,ORD,1037,22.09673982527168,73.2517442525449
MSP -> FSD,1285,24,196.0,1.867704280155642,MSP,FSD,1038,22.11804815682932,73.27919478439895
JAX -> DFW,1255,24,918.0,1.9123505976095616,JAX,DFW,1039,22.13935648838696,73.30664531625301
STL -> BWI,1193,24,738.0,2.0117351215423303,STL,BWI,1040,22.160664819944596,73.33409584810707
MSY -> JFK,1115,24,1182.0,2.1524663677130045,MSY,JFK,1041,22.181973151502238,73.36154637996111
PBI -> PHL,1109,24,951.0,2.164111812443643,PBI,PHL,1042,22.203281483059875,73.38899691181517
COS -> DFW,1080,24,592.0,2.2222222222222223,COS,DFW,1043,22.224589814617516,73.41644744366921
BWI -> PWM,998,24,452.0,2.404809619238477,BWI,PWM,1044,22.245898146175154,73.44389797552327
JFK -> JAX,965,24,828.0,2.4870466321243523,JFK,JAX,1045,22.267206477732792,73.47134850737733
ORD -> COS,935,24,911.0,2.5668449197860963,ORD,COS,1046,22.288514809290433,73.49879903923139
PIT -> PHL,929,24,268.0,2.583423035522067,PIT,PHL,1047,22.309823140848074,73.52624957108544
AEX -> IAH,926,24,190.0,2.591792656587473,AEX,IAH,1048,22.331131472405712,73.55370010293949
ORD -> ORF,798,24,717.0,3.007518796992481,ORD,ORF,1049,22.35243980396335,73.58115063479354
EWR -> MHT,701,24,209.0,3.4236804564907275,EWR,MHT,1050,22.373748135520987,73.6086011666476
TLH -> DFW,661,24,767.0,3.6308623298033282,TLH,DFW,1051,22.39505646707863,73.63605169850166
