seuil_miles,part_trafic_pct,part_vols_retard_pct,part_minutes_pct
1000,28.42255383611644,29.132935692597318,29.033313564302883
1500,13.631237478141436,13.460198469305714,13.070810802812947
2000,6.468786883042515,6.403752354389862,6.275263911927796
